"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Laurence Olivier","Laurence Olivier","Terence Rattigan","Warner Brothers/Seven Arts","Comedy","English","Dec 31, 2008","1h 57m","A traveling party of royals from central Europe arrives in England in 1911, as the host country prepares to celebrate the coronation of a new king. But when the visiting Regent (Laurence Olivier) goes to a musical theater, his attraction to American performer Elsie (Marilyn Monroe) makes it hard to stay focused. Soon, Elsie learns of a potential coup in the Regent's home country, and it's up to her to smooth things out -- or watch as the nation hurtles toward instability.",50,55,"The Prince and the Showgirl"
