"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Mark Robson","David Weisbart","Helen Deutsch, Jacqueline Susann","20th Century Fox","Twentieth Century Fox, Red Lion","PG-13 (Some Sexual Content|Partial Nudity|Language|Substance Abuse|Thematic Elements)","Drama","English","Dec 15, 1967, Original","Sep 18, 2012","2h 3m","Stereo","35mm","In New York City, bright but naive New Englander Anne Welles (Barbara Parkins) becomes a secretary at a theatrical law firm, where she falls in love with attorney Lyon Burke (Paul Burke). Anne befriends up-and-coming singer Neely O'Hara (Patty Duke), whose dynamic talent threatens aging star Helen Lawson (Joey Bishop) and beautiful but talentless actress Jennifer North (Sharon Tate). The women experience success and failure in love and work, leading to heartbreak, addiction and tragedy.",33,58,"Valley of the Dolls"
