"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Norman Z. McLeod","William LeBaron","Jack Cunningham","Paramount Pictures","Comedy","English","Nov 17, 1934, Original","Nov 9, 2004","1h 13m","Harold Bissonette (W.C. Fields) is the owner of a small-town grocery store, husband of a harassing wife (Kathleen Howard) and father of two spoiled children, and his customers aren't much better. When Bissonette has the opportunity to buy an orange grove in California, he jumps at the chance to move across the country -- at the very least, to avoid an annoying insurance salesman (T. Roy Barnes). Unfortunately for him, the orange grove is not what he expected.",94,76,"It's a Gift"
