"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Jean-Luc Godard","Menahem Golan","Cannon Films","Cannon Films","PG","Drama","English","Jan 22, 1988, Original","$8.8K","1h 30m","As the world recovers from the destruction of the Chernobyl disaster, William Shakespeare Jr. the Fifth (Peter Sellars) attempts to restore the human race's great works of art. His quest takes takes him to a hotel in Switzerland where he meets an old gangster (Burgess Meredith) and his daughter, Cordelia (Molly Ringwald). William's journey also leads him to encounters with an absurd professor (Jean-Luc Godard) and an unhinged filmmaker (Woody Allen).",55,57,"King Lear"
