"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Gary Dauberman","James Wan, Michael Clear, Roy Lee, Mark Wolper","Gary Dauberman","New Line Cinema, Atomic Monster, Vertigo Entertainment","R (Bloody Violence and Language)","Horror, Mystery & Thriller","English","1h 53m","Dolby Digital","Author Ben Mears returns to his childhood home of Jerusalem’s Lot in search of inspiration for his next book only to discover his hometown is being preyed upon by a bloodthirsty vampire.",NA,NA,"Salem's Lot"
