"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Shahad Ameen","R. Paul Miller, Rula Nasser, Stephen Strachan","Shahad Ameen","Variance Films","Film Solutions, The Imaginarium, Imagenation Abu Dhabi FZ","Fantasy, Drama, Mystery & Thriller","Arabic","Jul 9, 2021, Limited","$3.1K","1h 16m","Dolby Digital","Flat (1.85:1)","SCALES is a visually stunning feminist parable set in a dystopian landscape. It follows the story of a strong-willed young girl, Hayat, whose poor fishing village is governed by a dark tradition: every family must give one daughter to the mermaid-like sea creatures who inhabit the waters, to ensure the village can continue their fishing expeditions. When Hayat's father refuses, the girl becomes a pariah, considered a curse by the village and urged to sacrifice herself -- but Hayat has her owns plans for her destiny.",91,67,"Scales"
