"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Yôji Yamada","Takeo Hisamatsu, Hiroshi Fukusawa, Ichirô Yamamoto","Yôji Yamada, Yoshitaka Asama","Shochiku Co. Ltd.","R (Some Violent Material)","History, Drama","Japanese","Jun 23, 2006","Feb 19, 2015","$38.1K","2h 12m","Dolby Digital","A lower-class samurai, named Katagiri, secretly loves Kie, a servant in his family's household. Eventually their perception of honor forces them to part, and he must turn his focus toward a disheartening task. His old friend, Yaichiro Hazama, has been fomenting rebellion against the government, and Katagiri must hunt him down and kill him.",84,84,"The Hidden Blade"
