"Director","Producer","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Sally Mattison","Catherine Cyran","R","Horror","English","Oct 5, 2010","1h 17m","Sleep-over teens are chased around a friend's (Keely Christian) house by a guy (Brittain Frye) with an industrial drill.",20,30,"Slumber Party Massacre III"
