"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Hugh Hudson","Howard Rosenman, Thomas Baer","Michael Weller","R","Drama","English","Mar 27, 2012","$1.0M","1h 56m","Surround","Tim Doolan (Adam Horovitz) is a troubled Los Angeles teen with a history of mischievous, sometimes criminal behavior. His self-centered parents are too preoccupied with their own personal problems to help. After he clashes with the police, Tim's parents send him to a juvenile detention facility, where he is treated like a dangerous prisoner. There he meets Dr. Charles Loftis (Donald Sutherland), a dedicated psychologist who fights back against the rigid institution and tries to help Tim.",40,66,"Lost Angels"
