"Director","Screenwriter","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Bartosz M. Kowalski","Bartosz M. Kowalski, Jan Kwieciński, Mirella Zaradkiewicz","Horror, Mystery & Thriller","Polish","Oct 28, 2020","1h 42m","A group of technology-dependent teenagers goes to offline camp and faces a deadly danger lurking in the woods.",57,28,"W Lesie Dzis nie Zasnie Nikt"
