"Director","Producer","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Sudz Sutherland","Jennifer Holness","ThinkFilm","R","Romance, Comedy","English","Sep 6, 2003, Original","Mar 10, 2017","$116.9K","1h 44m","Surround, Dolby Digital","A security guard's (Hill Harper) obsession with pornography affects his sexual performance with a young woman (Marlyne N. Afflack).",57,46,"Love, Sex & Eating the Bones"
