"Director","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Raoul Walsh","Tom Barry","Fox","Western","English","Jan 20, 1929, Original","Mar 12, 2017","1h 37m","In this early Western, notorious bandit the Cisco Kid (Warner Baxter) is so feared that he rarely has to fire his gun to rob a stagecoach. His ravishing girlfriend, Tonia (Dorothy Burgess), often accuses him of being unfaithful, but he assures her that he loves only her, and even composes a song in her name. When Cavalry Sgt. Mickey Dunn (Edmund Lowe) arrives with a mission to capture or kill the Mexican Robin Hood, Cisco matches wits with him and discovers an unexpected betrayal.",56,35,"In Old Arizona"
