"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Hiroyuki Morita","Cindy Davis Hewitt, Donald H. Hewitt","Walt Disney Pictures","Studio Ghibli, Walt Disney Studios","G","Kids & Family, Adventure, Comedy, Fantasy, Animation","Japanese","Jul 13, 2005, Original","Aug 26, 2024","Dec 12, 2019","1h 15m","Flat (1.85:1)","High school student Haru rescues a cat that was about to be run over by a truck and discovers the cat is actually a prince named Lune. Out of gratitude, Lune's father, the Cat King, asks her to marry Lune. Haru is brought to the Cat Kingdom, where she starts to develop feline features. When she is prevented from leaving, the Baron and Toto, two statues that have magically been given life, provide assistance in gaining her freedom.",88,82,"The Cat Returns"
