"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Icíar Bollaín","Juan Gordon, Éric Altmayer, Mónica Lozano, Emma Lustres","Paul Laverty","Morena Films S.L., Vaca Films","Drama","Spanish (Spain)","Oct 14, 2010, Limited","Jan 1, 2017","$558.3K","1h 44m","Bolivian film extras launch a protest against the privatization of their water supply, which parallels the Spanish conquest and exploitation of the New World.",88,85,"Even the Rain"
