"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Nana Ekvtimishvili, Simon Groß","Jonas Katzenstein, Maximilian Leo","Nana Ekvtimishvili","Big World Pictures","Drama","Georgian","Dec 1, 2017","1h 59m","A middle-aged Georgian woman leaves her husband and their multi-generational home, setting out to build a new life for herself.",100,86,"My Happy Family"
