"Director","Producer","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Mike Newell","Hilary Heath, Philip Hinchcliffe","R","Drama","English","Apr 2, 2017","$258.0K","1h 53m","Surround, Stereo","Stella Bradshaw (Georgina Cates) is a pretty acting enthusiast who aspires to become a thespian, but winds up as a gofer at a theater company in Liverpool, England. Mesmerized by the troupe's arrogant and callous director, Meredith Potter (Hugh Grant), Stella grows to realize that he isn't capable of loving her. This leads to her involvement with the much older P.L. O'Hara (Alan Rickman), a talented but troubled actor. As Stella's relationship with O'Hara continues, shocking revelations arise.",40,56,"An Awfully Big Adventure"
