"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Jack Starrett","Monro Sachson","Mark Hanna, Don Williams","American International Pictures (AIP)","R","Crime, Drama","English","Aug 16, 1972, Limited","Nov 30, 2016","1h 31m","After his parents are killed by a car bomb, a former Green Beret named Slaughter (Jim Brown) begins investigating and is shocked to discover they were targets of a Mafia hit. He decides to settle the score on his own and successfully takes out some of the gangsters responsible before being caught by police. Now faced with a murder charge, Slaughter strikes a deal with government officials to have the charges dropped provided he can find and kill another gangster who's since fled to Mexico.",17,44,"Slaughter"
