"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"James Mangold","Dick Miller","James Mangold","R","Drama","English","Dec 5, 2016","$985.7K","1h 45m","Surround","A shy, overweight pizza maker (Pruitt Taylor Vince) likes a teenage waitress (Liv Tyler) at his mother's (Shelley Winters) roadside tavern.",87,66,"Heavy"
