"Director","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Daniel Mann","Cinerama Releasing Corporation [us]","G","Romance, Comedy","English","Jul 17, 1968, Original","Jan 20, 2004","1h 41m","Two Long Island teens force a roving gambler (Sidney Poitier) to date their maid (Abbey Lincoln), to keep her from quitting.",43,52,"For Love of Ivy"
