"Director","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Clarence Brown","Metro-Goldwyn-Mayer","Drama","English","Aug 4, 2008","1h 35m","This 19th-century period piece is an adaptation of Leo Tolstoy's classic novel. On a trip to St. Petersburg, Anna Karenina (Greta Garbo), neglected wife of the famed Alexei Alexandrovitch Karenin (Basil Rathbone), meets a handsome military officer, Count Vronsky (Freddie Bartholomew). Vronsky becomes enamored of Anna and follows her back to Moscow to confess his feelings. Will she follow her heart to be with him, even if it destroys her family and results in public disgrace?",86,70,"Anna Karenina"
