"Director","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Christopher Crowe","R","Crime, Drama","English","$6.9M","1h 42m","Surround","Plainclothes military detectives Buck McGriff (Willem Dafoe) and Albaby Perkins (Gregory Hines) arrive in Saigon, Vietnam, in 1968 to investigate a prostitute's murder. With the assistance of nun Sister Nicole (Amanda Pays), whose work has familiarized her with Saigon's seedier side, the two men soon discover a pattern of killings and learn that an earlier inquiry was called off by Army higher-ups. As Buck and Albaby struggle to uncover the murderer, attempts are made on their lives.",45,31,"Off Limits"
