"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Julien Leclercq","Julien Madon","Julien Leclercq","Labyrinthe Films","Drama","French (France)","Apr 18, 2020","1h 20m","Dolby Digital","Scope (2.35:1)","A man who runs a sawmill in Belgium receives an unwelcome visit from a cartel.",0,79,"Earth and Blood"
