"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Luis Buñuel","Serge Silberman","Luis Buñuel, Jean-Claude Carrière, Pierre Louÿs","Rialto Pictures, Criterion Collection","R","Drama","French (Canada)","Oct 8, 1977, Original","Jan 29, 2013","$55.3K","1h 43m","After dumping a bucket of water on a beautiful young woman from the window of a train car, wealthy Frenchman Mathieu (Fernando Rey), regales his fellow passengers with the story of the dysfunctional relationship between himself and the young woman in question, a fiery 19-year-old flamenco dancer named Conchita (played alternately by Carole Bouquet and Angela Molina). What follows is a tale of cruelty, depravity and lies -- the very building blocks of love.",97,90,"That Obscure Object of Desire"
