"Director","Producer","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Chris Hegedus, D.A. Pennebaker, Nick Doob","Frazer Pennebaker, Bob Neuwirth","Cowboy Pictures","G","Documentary","English","Oct 27, 2001, Wide","Oct 23, 2001","$301.4K","1h 38m","Surround, Dolby SR, Dolby Digital, Dolby A, Dolby Stereo","When the time came for the Coen Brothers to find the music for their Southern period piece comedy, ""O Brother, Where Art Thou?,"" they asked record producer T Bone Burnett to lend a hand. The resulting ""Down From The Mountain"" documents the evening's concert, complete with backstage preparations and rehearsals. Co-produced by Frazer Pennebaker, the film by D A Pennebaker, Chris Hegedus and Nick Doob captures a joyous and free-spirited celebration of a truly American musical form.",97,86,"Down From the Mountain"
