"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Don McKellar","Daniel Iron, Niv Fichman","Don McKellar","Lionsgate Films","R","Comedy, Drama","English","Sep 11, 1998, Original","May 23, 2016","$493.5K","1h 36m","Dolby","35mm","In this Canadian drama by Don McKellar, various citizens of Toronto anxiously await the end of the world, which is occurring, for reasons explained, at midnight. While widower Patrick Wheeler (McKellar) braces for his fate, he meets Sandra (Sandra Oh), the wife of a businessman, who is intent on committing suicide. Meanwhile, Patrick's friend Craig Zwiller (Callum Keith Rennie), embracing a hedonistic approach to the apocalypse, decides to have as much sex as he can while there is still time.",85,85,"Last Night"
