"Director","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Kaneto Shindô","Kaneto Shindô","Kindai Eiga Kyokai","Horror, Fantasy","Japanese","Oct 15, 2020","1h 45m","While her son, Kichi, is away at war, a woman (Nobuko Otowa) and her daughter-in-law (Jitsuko Yoshimura) survive by killing samurai who stray into their swamp, then selling whatever valuables they find. Both are devastated when they learn that Kichi has died, but his wife soon begins an affair with a neighbor who survived the war, Hachi (Kei Satô). The mother disapproves and, when she can't steal Hachi for herself, tries to scare her daughter-in-law with a mysterious mask from a dead samurai.",90,90,"Onibaba"
