"Director","Producer","Screenwriter","Genre","Original Language","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Peter Ho-Sun Chan","Peter Ho-Sun Chan","Ivy Ho","Drama","Chinese","1h 56m","Dolby Digital","Country boy Xiaojun (Leon Lai) moves to Hong Kong, hoping to get rich so that he can send for his hometown sweetheart and marry her. But Xiaojun barely scrapes by in the baffling metropolis, and is lonely until he meets city-slicker Qiao (Maggie Cheung). While she schools him in urban living, the mismatched pair become best friends and eventually have a romantic tryst. Both decide it's wise to forget their passionate night and remain friends, but they still secretly yearn for one another.",90,92,"Comrades, Almost a Love Story"
