"Director","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Leslie Megahey","R","Drama","English","Sep 2, 2020","$231.0K","1h 42m","Surround, Stereo","Hoping to escape the complications of 15th-century Paris, young lawyer Richard Courtois (Colin Firth) takes a job as a public defender in a rural area. There he finds himself defending a pig accused of murdering a Jewish boy. Squaring off against a determined prosecutor (Donald Pleasence) and Catholic priest (Ian Holm), Richard defends the animal, which is owned by a beautiful gypsy woman, Samira (Amina Annabi). The medieval justice system and local superstitions mingle as the case plays out.",80,52,"The Advocate"
