"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Alfred Hitchcock","Michael Balcon","Noël Coward, Eliot Stannard","Grapevine Video","Gainsborough Pictures","Drama, Romance","Mar 5, 1928, Original","Jan 11, 2005","1h 19m","An alcoholic's (Franklin Dyall) ex-wife (Isabel Jeans) falls in love with a younger man (Robin Irvine).",63,25,"Easy Virtue"
