"Director","Producer","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Paul Schrader","Angelo Rizzoli Jr.","R","Drama","English","Mar 15, 1990, Original","1h 45m","An Italian diplomat's son (Christopher Walken) follows and seduces English lovers (Rupert Everett, Natasha Richardson) in Venice.",52,59,"The Comfort of Strangers"
