"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Byron Haskin","Perce Pearce","Lawrence Edward Watkin","Walt Disney Productions","G","Kids & Family, Adventure","English","Jul 1, 2015","1h 36m","In this Disney adaptation of Robert Louis Stevenson's classic novel, young Jim Hawkins (Bobby Driscoll) finds a map to the coveted treasure of the notorious pirate Captain Flint. Jim enlists Dr. Livesy (Denis O'Dea) and Squire Trelawney (Walter Fitzgerald) to prepare for the voyage. Along the way, the likes of infamous pirate Long John Silver (Robert Newton) and other nefarious swashbucklers join the crew, and they set sail on the Caribbean Sea aboard the Hispaniola.",100,67,"Treasure Island"
