"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Todd Holland","David Magee, Neil Meron, Marc Shaiman","Billy Eddy, Matt Eddy, Jenny Jaffe, Greg Erb, Jason Oremland","Nickelodeon, Fake Empire, Playground Productions (II), Brightlight Pictures, Universal Pictures, Mattel Television, Monster High Productions, Nickelodeon Animation Studios","Kids & Family, Musical, Comedy, Fantasy","Zulu","Oct 6, 2022","1h 20m","Flat (1.85:1)","Monster High: The Movie follows Clawdeen Wolf (Miia Harris, Just Beyond), who was born half human and half werewolf, after she arrives at her new school, Monster High. She quickly makes friends with her classmates Frankie Stein (Ceci Balagot, Dispatches from Elsewhere) and Draculaura (Nayah Damasen, Grey's Anatomy), and for the first time in her life, Clawdeen feels like she has finally found a place where she fits in and can truly be herself, despite keeping her human half a secret. When a devious plan to destroy Monster High threatens to reveal her real identity, Clawdeen must learn to embrace her true monster heart and find a way to save the day alongside her new friends.",83,48,"Monster High: The Movie"
