"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Hubert Charuel","Stéphanie Bermann, Alexis Dulguerian","Claude Le Pape, Hubert Charuel","Domino Films, France 2 Cinéma","Drama","French (France)","1h 30m","Flat (1.85:1)","A farmer fights to save his herd of cows when one of them becomes ill.",75,67,"Bloody Milk"
