"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Patrycja Kepa, Acoryé White","Charles Bridwell","Patrycja Kepa, Acoryé White","Anchored Lens Productions","Drama, Horror","English","1h 43m","Newlywed interracial couple Mike and Ava settle into a new home for a fresh beginning, but an evil locked away for years breaks free to wreak havoc on their relationship and their lives.",100,NA,"Trinket Box"
