"Director","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Peter Greenaway","R","Comedy, Drama","English","Apr 23, 2020","$6.3K","1h 58m","Surround","Stourley Kracklite (Brian Dennehy), a driven, detail-obsessed architect, travels from America to Rome with his much younger wife, Louisa (Chloe Webb), to oversee an architectural homage to a personal hero, 18th-century master builder Etienne-Louis Boullée. En route by train, Stourley and Louisa conceive a much-wanted child -- but Stourley's obsession with his wife's expanding belly, her perceived infidelity, and his own recurrent bouts of abdominal pain reach epic and dangerous proportions.",85,80,"The Belly of an Architect"
