"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Sam Quah","Eric Zhaowei Zhang","Kaihua Fan, Sheng Lei, Peng Li, Yuqian Qin, Weiwei Yang, Pei Zhai","Crime, Drama, Mystery & Thriller","Chinese","Dec 19, 2019, Limited","Jul 20, 2020","1h 52m","Dolby Digital","A man tries to cover up his daughter's killing of a policewoman's son.",100,NA,"Sheep Without a Shepherd"
