"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Sean S. Cunningham","Patrick Markey, Sean S. Cunningham","Geof Miller, Lewis Abernathy","TriStar Pictures, Live Video","TriStar Pictures, Carolco Pictures Inc.","R","Horror","English","Jan 13, 1989, Original","Oct 21, 2016","$7.9M","1h 40m","Surround","A group of U.S. Navy engineers, led by Capt. Laidlaw (Taurean Blacque), are building an underwater base when they inadvertently disturb the lair of a gigantic creature. The monster attacks, and the crew, including lovers Collins (Nancy Everhard) and McBride (Greg Evigan), tries to evacuate, but the facility is badly damaged. After the exterior is breached, the increasingly desperate people become separated from one another, and the creature begins to pick them off one by one.",15,27,"DeepStar Six"
