"Director","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Norman Jewison","Universal International Pictures","Romance, Comedy","English","Oct 8, 2020","1h 48m","Successful OB-GYN Gerald Boyer (James Garner) and his wife, Beverly (Doris Day), are happily married with two children. At a dinner gathering, Beverly discusses her favorite soap, Happy Soap, and how much she enjoys it. When Beverly is introduced to the company's owner, she is immediately offered a contract as the product's spokeswoman for TV commercials. However, Gerald has a hard time adjusting to his wife's newfound fame, and plots to foil Beverly's career in order to keep her at home.",89,73,"The Thrill of It All"
