"Director","Producer","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Jean Renoir","Albert Pinkovitch, Frank Rollmer","Barr Entertainment, Home Vision Entertainment","R.A.C.","Drama, War","French (Canada)","Sep 12, 1937, Wide","May 11, 2012","May 14, 2014","$516.5K","1h 57m","A group of French soldiers, including the patrician Captain de Boeldieu (Pierre Fresnay) and the working-class Lieutenant Maréchal (Jean Gabin), grapple with their own class differences after being captured and held in a World War I German prison camp. When the men are transferred to a high-security fortress, they must concoct a plan to escape beneath the watchful eye of aristocratic German officer von Rauffenstein (Erich von Stroheim), who has formed an unexpected bond with de Boeldieu.",97,92,"Grand Illusion"
