"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Lionel Barrymore","Frances Marion, John Colton","Metro-Goldwyn-Mayer Distributing Corp.","Metro-Goldwyn-Mayer","Musical","English","Jan 28, 1930, Original","1h 43m","A Russian bandit (Lawrence Tibbett) kidnaps a beautiful princess (Catherine Dale Owen) after killing her brother (Ullrich Haupt).",79,17,"The Rogue Song"
