"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Pedro Almodóvar","Pedro Almodóvar","Orion Pictures, Metro-Goldwyn-Mayer","El Deseo S.A.","R","Comedy, Drama","Spanish (Spain)","Nov 11, 1988, Original","Jan 1, 2016","$5.2M","1h 28m","When Pepa Marcos' (Carmen Maura) lover Ivan (Fernando Guillén) suddenly leaves her without any explanation, she embarks on a strange journey to discover why. On the way she meets a variety of eccentric characters, including Ivan's son from a previous relationship (Antonio Banderas), his fiancee Marissa (Rossy de Palma) and a Shiite terrorist cell who have been secretly holding her best friend Candela (María Barranco) hostage. It's a film noir take on the romantic comedy.",92,89,"Women on the Verge of a Nervous Breakdown"
