"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Kelsey Mann","Mark Nielsen","Meg LeFauve, Dave Holstein","Disney/Pixar","Pixar Animation Studios","PG (Some Thematic Elements)","Kids & Family, Comedy, Adventure, Animation","English","Jun 14, 2024, Wide","$154.2M","1h 36m","Dolby Atmos, Dolby Digital","The little voices inside Riley's head know her inside and out--but next summer, everything changes when Disney and Pixar's Inside Out 2 introduces a new Emotion: Anxiety.",92,96,"Inside Out 2"
