"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Claudia Myers","Claudia Myers","Michael Mailer, Saint-Aire","R (Brief Sexuality)","Romance, Comedy","English","Oct 6, 2006, Limited","Mar 9, 2016","1h 37m","New York City musician Mel (Matthew Modine) is a womanizer with serious commitment issues. Nonetheless, he tries for some intimacy by moving in with his girlfriend and subletting his apartment to an attractive biologist named Ginger (Gina Gershon). But, after living with his girlfriend goes awry, Mel negotiates to come back and live with Ginger. Although they argue at first, they eventually become close friends. These new circumstances puts Mel's Casanova ethos to the test.",18,23,"Kettle of Fish"
