"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Phillip Borsos","Peter O'Brian","John Hunter","United Artists Classics","Mercury Productions","PG","Western","English","Mar 18, 1983, Wide","May 29, 2020","Aug 30, 2020","1h 32m","Mono","Flat (1.85:1)","In this film based on a true story, Bill Miner (Richard Farnsworth) is a fearless stagecoach robber in the days of the Wild West. After he is arrested and jailed for more than 30 years, he re-emerges into a bustling new world. But Miner cannot give up his old ways. Soon he pulls off a successful railway heist and goes on the lam in British Columbia, where he falls for bold photographer Katherine Flynn (Jackie Burroughs). But Miner was not built for settling down.",100,77,"The Grey Fox"
