"Director","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Richard Fleischer","Crime, Drama","English","Apr 20, 1955, Limited","Oct 1, 2010","1h 31m","For the residents of a small mining town, the weekend begins like any other in their respective lives. Shelley Martin (Victor Mature) is a man who yearns for his son's respect. Boyd Fairchild (Richard Egan), a cuckold, still loves his wife. Bank manager Harry Reeves (Tommy Noonan) is a voyeur, while librarian Elsie Braden (Sylvia Sidney) is a thief. But when a gang of criminals led by the vicious Harper (Stephen McNally) holds up the town's bank, all of their lives change dramatically.",80,67,"Violent Saturday"
