"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Satyajit Ray","Satyajit Ray","Satyajit Ray","Columbia TriStar Home Video, Sony Pictures Classics, Edward Harrison [us], Merchant-Ivory Productions [us]","Drama","Bangla","Apr 28, 1959, Original","Oct 20, 2015","1h 45m","The second part of Satyajit Ray's famous Apu trilogy, this Indian drama focuses on young Apu, who lives with his mother, Sarbajaya (Kanu Bandyopadhyay), and father, Harihar (Pinaki Sengupta), near the Ganges River. When Harihar dies suddenly, Apu and Sarbajaya move to a small village to be near relatives. Eventually, she reluctantly allows her son (now played by Smaran Ghosal) to attend school in Calcutta. As Apu acclimates to life in the city, Sarbajaya struggles with his absence.",96,93,"Aparajito"
