"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Michael Tolkin","Alcor Films, New Regency Pictures","R","Drama","English","Mar 1, 2013","$203.6K","1h 50m","Stereo, Surround","Peter (Peter Weller) and Katherine Witner (Judy Davis) are sick of their directionless, materialistic lives in Los Angeles. The couple want something more out of life, and so, after losing their jobs, they decide to open up a clothing boutique -- and open up their marriage to other partners. Their experiment in self-discovery does not go well and, with their money draining away and their lives headed down a whirlpool, they cling desperately to New Age philosophy to stay afloat.",67,40,"The New Age"
