"Director","Producer","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Christopher Cain","Jerry Weintraub","PG","Drama","English","Oct 23, 1992, Limited","May 1, 2008","$12.5M","1h 52m","Stereo, Surround","One of the biggest stars in country music, Dusty Wyatt Chandler (George Strait) grows disillusioned with the hollow performances and overly produced arena shows he's contractually obligated to play. In an effort to become grounded, Chandler walks away from the spotlight and goes back to the country town of his youth. After finding work at a ranch, he falls for the owner's daughter, Lula Rogers (Lesley Ann Warren). However, his manager (Isabel Glasser) is determined to keep the show going.",41,90,"Pure Country"
