"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Chalerm Wongpim","Prachya Pinkaew, Sukanya Vongsthapat","Chalerm Wongpim, Yutthapong Peerayutthapong","Magnolia Pictures","Sahamongkol Film International","Action","Thai","Jul 13, 2007, Limited","Jul 6, 2007","May 1, 2008","$5.2K","1h 43m","In 1920s Thailand a young man sets out to avenge his parents' murder at the hands of vicious cattle rustlers.",67,35,"Dynamite Warrior"
