"Director","Producer","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Delbert Mann","Martin Manulis","Warner Bros. Pictures","Warner Brothers/Seven Arts","Comedy","English","Dec 2, 1964, Original","Jan 12, 2017","1h 54m","Bubbly, middle-aged Evie Jackson (Geraldine Page) has been single and alone for quite some time. When she attends a postmasters' convention at a New York City hotel, she meets rakish greeting card salesman Harry Mork (Glenn Ford) and falls in love. Unfortunately, Harry wants to settle down and is set to marry Phyllis (Angela Lansbury), a widow with a teenage son. Harry, however, soon realizes that Phyllis may not be as excited about the prospect of domestic life as he is.",33,70,"Dear Heart"
