"Director","Screenwriter","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Jonathan Demme","Murray Teigh Bloom","R","Mystery & Thriller","English","Oct 31, 2014","1h 43m","Secret agent Harry Hannan (Roy Scheider) suffers a mental breakdown when a botched mission in Mexico results in the death of his wife. He is sent to a mental asylum, after which he eventually returns to work. But, once again, he begins to doubt his sanity when he receives a bizarre death threat written in Hebrew. Not knowing which of his colleagues wants to kill him, Hannan teams up with pretty young college student Ellie Fabian (Janet Margolin) to attempt to unravel the mystery.",58,32,"Last Embrace"
