"Director","Producer","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Anthony Asquith","Anatole de Grunwald","Metro-Goldwyn-Mayer","Metro-Goldwyn-Mayer","Comedy, Drama","English","Sep 19, 1963, Original","Nov 21, 2016","1h 59m","Inclement weather has delayed a flight from London's Heathrow Airport to New York City. A cross-section of elite passengers waits to board the plane as they experience various life crises. Among them: Frances (Elizabeth Taylor), a woman fleeing a loveless marriage to her millionaire husband, Paul (Richard Burton) ; a duchess (Margaret Rutherford) who has fallen on hard times; and Gloria (Elsa Martinelli), an aspiring actress accompanied by her money-grubbing producer, Max (Orson Welles).",0,44,"The V.I.P.s"
