"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Charles Sturridge","Wendy Finerman, Bruce Davey","Albert Ash, Tom McLoughlin, Ernie Contreras","Icon Entertainment International","PG","Kids & Family, Fantasy","English","Oct 24, 1997, Wide","Jun 15, 2011","$14.1M","1h 39m","Dolby, Surround","35mm","After enduring family tragedies, young cousins Elsie (Florence Hoath) and Frances (Elizabeth Earl) spend time in rural Yorkshire, England, where they see fairies in a nearby meadow. They then snap pictures of the fairies, which suddenly gain international notoriety. Author Sir Arthur Conan Doyle (Peter O'Toole) announces he's a believer. Magician Harry Houdini (Harvey Keitel), however, is a skeptic. Both join a media circus to see if the pictures indeed are genuine and if fairies are real.",56,66,"Fairy Tale: A True Story"
