"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Michelangelo Antonioni","Franco Cancellieri","Michelangelo Antonioni, Elio Bartolini, Ennio De Concini","Astor Pictures Corporation","Drama","Italian","Jun 22, 1957, Original","Jul 15, 2008","1h 55m","Mono","A sugar-refinery worker (Steve Cochran) flees his Northern Italy town after a woman (Alida Valli) refuses his marriage proposal.",69,81,"Il Grido"
