"Director","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Gillies MacKinnon","Touchstone Pictures","PG-13","Drama","English","Sep 2, 1994, Limited","Jan 1, 2014","$3.4M","1h 46m","Surround, Stereo","Small-town recluse Michael McCann (Steve Martin) lives an isolated existence until unusual events pull him out of his shell. After his beloved coin collection is stolen, an orphaned toddler suddenly appears at his house. Unknown to Michael, who adopts the little girl, she is the illegitimate child of local politician John Newland (Gabriel Byrne), who keeps his secret to protect his reputation. Later, however, Newland decides to go public with his revelation, leading to a custody battle.",43,56,"A Simple Twist of Fate"
