"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Krzysztof Kieslowski","Marin Karmitz","Krzysztof Kieslowski, Krzysztof Piesiewicz","RTS - Radio Télévision Suisse, MK2 Films, Tor Film Production, France 3 Cinéma, CAB Productions","R (Brief Strong Sex Scene)","Drama","French (France)","Mar 11, 2017","$858.4K","1h 36m","Surround","Flat (1.85:1)","Part-time model Valentine (Irène Jacob) meets a retired judge (Jean-Louis Trintignant) who lives in her neighborhood after she runs over his dog. At first the judge gifts Valentine with the dog, but her possessive boyfriend won't allow her to keep it. When she returns with the dog to the judge's house, she discovers him listening in on his neighbors' phone conversations. At first Valentine is outraged, but her debates with the judge over his behavior soon leads them to form a strange bond.",100,94,"Three Colors: Red"
