"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Ron Krauss","Ron Krauss, Jeff Rice","Ron Krauss","Roadside Attractions","Day 28 Films, Rishon Films","PG-13 (Language|All Involving Teens|Violence|Mature Thematic Material|Mistreatment|Some Drug Content)","Drama","English","Jan 24, 2014, Limited","Nov 21, 2015","$1.4M","1h 40m","A pregnant teen (Vanessa Hudgens) learns to break the bonds of her past and embrace her future after taking refuge at a shelter for homeless youths.",27,63,"Gimme Shelter"
