"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Brendan Devane","Brendan Devane","Freestyle Digital Media","Sadieland Productions","Horror, Mystery & Thriller","English","Mar 5, 2021, Limited","Mar 9, 2021","1h 39m","Scope (2.35:1)","After five people win a rafting trip down the Colorado in Utah, their adventure takes a deadly turn when they camp off the river for the night, and find out they aren't the only ones out in the remote rugged canyon lands.",17,20,"The Canyonlands"
