"Director","Producer","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Jacques Tourneur","Robert Sparks","RKO Radio Pictures Inc.","Drama","English","Aug 31, 1949, Limited","Jun 28, 2016","1h 17m","A football halfback (Victor Mature) has a heart condition, a nagging wife (Lizabeth Scott) and a team secretary (Lucille Ball) who loves him.",40,28,"Easy Living"
