"Director","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Jacques Demy","Columbia Pictures Corporation","PG","Drama","English","Feb 11, 1969, Original","Aug 6, 2019","1h 30m","With the threat of the Vietnam draft looming over his head and the realities of unemployment sinking in, 26-year-old Californian George Matthews (Gary Lockwood) becomes increasingly hopeless about his future. Failing to relate to his live-in girlfriend, Gloria (Alexandra Hay), the young man finds himself drawn to Lola (Anouk Aimée), a model whom he photographs. In a desperate bid to make a meaningful connection, George decides to take a chance on having a romantic tryst with Lola.",83,46,"Model Shop"
