"Director","Producer","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Viko Nikci","David Collins, Viko Nikci, John Wallace","Samson Films","Drama, Mystery & Thriller","English (United Kingdom)","1h 30m","A woman searches for her son while in the grip of the church.",83,NA,"Cellar Door"
