"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Michael Pressman","Robert K. Weiss","Black Rhino Productions","R","Comedy","English","Apr 20, 2017","1h 31m","A pimp (Howard Hesseman) on the run trusts his call girls to a meek professor of literature (Dan Aykroyd), who accepts the challenge.",33,40,"Doctor Detroit"
