"Director","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"H. C. Potter","RKO Radio Pictures Inc.","Comedy, Drama","English","Mar 25, 1948, Limited","Oct 31, 2015","1h 34m","When advertising executive Jim Blandings (Cary Grant) discovers his wife's (Myrna Loy) plan to redecorate their New York apartment, he counters with a proposal that they move to Connecticut. She agrees, and the two are soon conned into buying a house that turns out to be a complete nightmare. Construction and repair bills accumulate quickly, and Jim worries that their future hangs in the balance unless he can come up with a catchy new jingle that will sell ham.",86,76,"Mr. Blandings Builds His Dream House"
