"Director","Producer","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"John Ford","Lester Cowan","Columbia Pictures","Comedy","English","Feb 21, 1935, Limited","May 23, 2014","1h 35m","Clerk Arthur Jones (Edward G. Robinson) lives a dull life until someone realizes that he looks like gangster ""Killer"" Mannion (also Robinson). After Jones is brought in by the police and his identity is verified, he is given a note to assuage any other suspicious policeman. Jones is hired by a newspaper to write about Mannion and starts dating Wilhelmina Clark (Jean Arthur). However, when Jones returns home one night, Mannion is waiting and demands the note so that he can roam freely.",100,78,"The Whole Town's Talking"
